api_id,api_name,api_category,endpoint,version,owner_team,status,service_name
684,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates/449,v2-beta,Core-Platform,Active,apis
685,Payment Engine #98,Payment,https://internal.api/v1/payment/action,v3,FinTech-Core,Active,internal
686,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates/449,v2-beta,Growth-Marketing,Active,apis
687,Auth Engine #86,IAM,https://internal.api/v1/auth/action,v1.0.0,Core-Platform,Deprecated,internal
688,Shipping Engine #96,Shipping,https://internal.api/v1/shipping/action,v1.4,SecOps-Compliance,Active,internal
689,Auth Engine #29,Auth,https://internal.api/v1/auth/action,v2-beta,Growth-Marketing,Active,internal
690,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token,2024-01-01,Logistics,Active,identity
691,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates,2024-01-01,Logistics,Active,apis
692,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts,v2.1.0,FinTech-Core,Deprecated,api
693,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token,2024-01-01,Growth-Marketing,Active,identity
694,User Engine #96,User,https://internal.api/v1/user/action/{env}/debug_mode,v1.0.0,Growth-Marketing,Active,internal
695,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels/745,v1.4,Logistics,Active,api
696,Compliance Engine #69,Compliance,https://internal.api/v1/compliance/action,v1.4,Comms-Team,Active,internal
697,Shipping Engine #55,Shipping,https://internal.api/v1/shipping/action,v2-beta,Growth-Marketing,Active,internal
698,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/145,0.0.1-SNAPSHOT,Growth-Marketing,Active,identity
699,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/130,v1.0.0,Data-Eng,Inactive,apis
700,Auth Engine #54,Auth,https://internal.api/v1/auth/action,v1.0.0,Unknown,Active,internal
701,Okta Verify API,Auth,https://okta.internal/api/v1/authn,v2.1.0,Growth-Marketing,Active,okta
702,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,2024-01-01,Identity-IAM,Active,api
703,Marketing Engine #86,Marketing,https://internal.api/v1/marketing/action,v2.1.0,Logistics,Active,internal
704,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token,2024-01-01,Logistics,Deprecated,identity
705,user profile core api,User,https://internal.platform/services/user-profile,v3,Core-Platform,Active,internal
706,User Profile Core Service,User,https://internal.platform/services/user-profile/157,v1-alpha,Identity-IAM,Active,internal
707,Okta Verify Service,Auth,https://okta.internal/api/v1/authn,Unknown,FinTech-Core,Active,okta
708,Shipping Engine #41,Shipping,https://internal.api/v1/shipping/action,Unknown,Comms-Team,Active,internal
709,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels,2024-01-01,Logistics,Deprecated,api
710,Google Maps Geocode Service,Maps,https://maps.googleapis.com/maps/api/geocode/json/381,v1.0.0,Data-Eng,Deprecated,maps
711,PayPal Checkout API,Payment,https://api-m.paypal.com/v2/checkout/orders,v1.4,Logistics,Active,api-m
712,Marketing Engine #10,Marketing,https://internal.api/v1/marketing/action,v2-beta,Comms-Team,Inactive,internal
713,SendGrid Mailer API,Unknown,https://api.sendgrid.com/v3/mail/send/197,v3,Core-Platform,Active,api
714,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest/765,v1.0.0,Growth-Marketing,Active,snowflake
715,Shipping Engine #88,Shipping,https://internal.api/v1/shipping/action/{env}/debug_mode,v2.1.0,Identity-IAM,Active,internal
716,Payment Engine #72,Payment,https://internal.api/v1/payment/action,v2.1.0,Growth-Marketing,Active,internal
717,Okta Verify API,Auth,https://okta.internal/api/v1/authn,2024-01-01,Core-Platform,Active,okta
718,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,v2-beta,Data-Eng,Inactive,api
719,Analytics Engine #19,Analytics,https://internal.api/v1/analytics/action,v3,Core-Platform,Inactive,internal
720,Shipping Engine #92,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Identity-IAM,Deprecated,internal
721,Marketing Engine #46,Marketing,https://internal.api/v1/marketing/action,Unknown,FinTech-Core,Active,internal
722,Analytics Engine #50,Analytics,https://internal.api/v1/analytics/action/{env}/debug_mode,2024-01-01,Comms-Team,Active,internal
723,Shipping Engine #63,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Identity-IAM,Active,internal
724,Payment Engine #14,Payment,https://internal.api/v1/payment/action,v3,Growth-Marketing,Deprecated,internal
725,Compliance Engine #52,Compliance,https://internal.api/v1/compliance/action,v1.4,Logistics,legacy-active,internal
726,User Profile Core API,User,https://internal.platform/services/user-profile/217,2024-01-01,SecOps-Compliance,Active,internal
727,Marketing Engine #23,Unknown,https://internal.api/v1/marketing/action,v2-beta,Core-Platform,Inactive,internal
728,Payment Engine #54,Payment,https://internal.api/v1/payment/action,v2-beta,Core-Platform,Deprecated,internal
729,Analytics Engine #85,Analytics,https://internal.api/v1/analytics/action,v1.4,Growth-Marketing,Deprecated,internal
730,GDPR Purge Utility Service,Compliance,https://compliance.internal/v1/purge,v3,Core-Platform,Deprecated,compliance
731,Shipping Engine #95,Shipping,https://internal.api/v1/shipping/action,v3,Identity-IAM,Active,internal
732,User Profile Core Service,User,https://internal.platform/services/user-profile,v2.1.0,Data-Eng,Active,internal
733,User Engine #67,Unknown,https://internal.api/v1/user/action,2024-01-01,FinTech-Core,Deprecated,internal
734,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json/591,v1.0.0,FinTech-Core,Deprecated,maps
735,paypal checkout api,Payment,https://api-m.paypal.com/v2/checkout/orders,v2.1.0,Logistics,Inactive,api-m
736,Payment Engine #98,Payment,https://internal.api/v1/payment/action,v2-beta,Identity-IAM,Deprecated,internal
737,Shipping Engine #69,Shipping,https://internal.api/v1/shipping/action,v3,Identity-IAM,Active,internal
738,Shipping Engine #75,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Growth-Marketing,Inactive,internal
739,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/311,v1.0.0,Data-Eng,Active,api
740,Datadog Telemetry Service,Analytics,https://api.datadoghq.com/api/v2/logs/527,Unknown,Data-Eng,Active,api
741,SALESFORCE LEADS SERVICE,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/507,v3,Growth-Marketing,Active,test
742,Okta Verify Service,Auth,https://okta.internal/api/v1/authn/975/{env}/debug_mode,v2-beta,Growth-Marketing,Active,okta
743,Marketing Engine #63,Marketing,https://internal.api/v1/marketing/action/{env}/debug_mode,v1.4,FinTech-Core,Active,internal
744,Notifications Engine #23,Notifications,https://internal.api/v1/notifications/action,v1.0.0,FinTech-Core,Active,internal
745,AUTH0 LOGIN API,Auth,https://identity.auth0.com/oauth/token/433,v1.0.0,Identity-IAM,Active,identity
746,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels/{env}/debug_mode,v2-beta,Data-Eng,Active,api
747,Okta Verify API,Auth,https://okta.internal/api/v1/authn,v2.1.0,Unknown,Active,okta
748,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels,v2.1.0,Growth-Marketing,Active,api
749,Compliance Engine #89,Compliance,https://internal.api/v1/compliance/action,2024-01-01,Identity-IAM,Inactive,internal
750,Shipping Engine #13,Shipping,https://internal.api/v1/shipping/action,v1.0.0,Data-Eng,Inactive,internal
751,SNOWFLAKE INGESTION SERVICE,Analytics,https://snowflake.internal/api/v1/ingest,v1.0.0,Core-Platform,Active,snowflake
752,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/199,2026_RC4,Identity-IAM,Active,compliance
753,Google Maps Geocode Service,Maps,https://maps.googleapis.com/maps/api/geocode/json/184/{env}/debug_mode,v1.0.0,SecOps-Compliance,Active,maps
754,Notifications Engine #87,Unknown,https://internal.api/v1/notifications/action,v1.0.0,Comms-Team,Deprecated,internal
755,User Engine #20,Unknown,https://internal.api/v1/user/action,v2.1.0,Comms-Team,Inactive,internal
756,Marketing Engine #42,Marketing,https://internal.api/v1/marketing/action,2024-01-01,Identity-IAM,Active,internal
757,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,v2.1.0,Identity-IAM,Active,snowflake
758,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,Unknown,SecOps-Compliance,Active,snowflake
759,Analytics Engine #53,Analytics,https://internal.api/v1/analytics/action,0.0.1-SNAPSHOT,FinTech-Core,Active,internal
760,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,v2-beta,Core-Platform,Deprecated,snowflake
761,User Profile Core Service,User,https://internal.platform/services/user-profile,v1.4,Unknown,Active,internal
762,Payment Engine #31,Payment,https://internal.api/v1/payment/action,v2-beta,Logistics,legacy-active,internal
763,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges/960,v1.4,Comms-Team,Deprecated,api
764,okta verify service,Auth,https://okta.internal/api/v1/authn,v2-beta,SecOps-Compliance,Deprecated,okta
765,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest,v1.4,Data-Eng,Active,snowflake
766,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates,v1.0.0,FinTech-Core,Active,apis
767,Marketing Engine #74,Marketing,https://internal.api/v1/marketing/action/{env}/debug_mode,v2.1.0,Logistics,Active,internal
768,User Engine #14,User,https://internal.api/v1/user/action,2026_RC4,SecOps-Compliance,Active,internal
769,Okta Verify API,Auth,https://okta.internal/api/v1/authn,v2-beta,Identity-IAM,Active,okta
770,user engine #88,User,https://internal.api/v1/user/action,v1.0.0,Logistics,Active,internal
771,SendGrid Mailer API,Notifications,https://api.sendgrid.com/v3/mail/send,v3,Identity-IAM,Deprecated,api
772,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token,v1.0.0,FinTech-Core,Inactive,identity
773,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/432,v2.1.0,FinTech-Core,Active,compliance
774,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json,0.0.1-SNAPSHOT,Core-Platform,Deprecated,maps
775,GDPR Purge Utility API,Unknown,https://compliance.internal/v1/purge/356,2024-01-01,Identity-IAM,Active,compliance
776,Payment Engine #18,Payment,https://internal.api/v1/payment/action,Unknown,Growth-Marketing,Inactive,internal
777,HubSpot Contacts Service,CRM,https://api.hubapi.com/crm/v3/objects/contacts,v1.4,SecOps-Compliance,Active,api
778,Maps Engine #95,Maps,https://internal.api/v1/maps/action,2024-01-01,Comms-Team,Active,internal
779,Datadog Telemetry API,Analytics,https://api.datadoghq.com/api/v2/logs/369,v3,FinTech-Core,Active,api
780,Stripe Payments API,Payment,https://api.stripe.com/v3/charges/360,2024-01-01,Comms-Team,Inactive,api
781,CRM Engine #35,CRM,https://internal.api/v1/crm/action,v1.0.0,Logistics,Inactive,internal
782,SendGrid Mailer Service,Notifications,https://api.sendgrid.com/v3/mail/send,v1.4,Identity-IAM,Inactive,api
783,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge,v3,Logistics,Active,compliance
784,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels,v1.4,Core-Platform,Inactive,api
785,Stripe Payments API,Payment,https://api.stripe.com/v3/charges,2024-01-01,Core-Platform,Active,api
786,User Profile Core Service,User,https://internal.platform/services/user-profile,2024-01-01,Data-Eng,Inactive,internal
787,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge,v1.0.0,Growth-Marketing,Active,compliance
788,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts/{env}/debug_mode,2024-01-01,FinTech-Core,Deprecated,api
789,Payment Engine #47,Payment,https://internal.api/v1/payment/action,v1.0.0,Data-Eng,Active,internal
790,Notifications Engine #81,Notifications,https://internal.api/v1/notifications/action,v1.4,Growth-Marketing,Inactive,internal
791,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/783/{env}/debug_mode,v1.4,Logistics,Inactive,api
792,Maps Engine #65,Maps,https://internal.api/v1/maps/action,v2.1.0,Identity-IAM,Active,internal
793,Compliance Engine #17,Compliance,https://internal.api/v1/compliance/action,v2.1.0,Unknown,Active,internal
794,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels,v1.0.0,Comms-Team,Active,api
795,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/825,v1.0.0,Logistics,Active,api-m
796,GDPR Purge Utility Service,Compliance,https://compliance.internal/v1/purge,v2.1.0,Comms-Team,Inactive,compliance
797,Analytics Engine #32,Analytics,https://internal.api/v1/analytics/action,v3,Data-Eng,Inactive,internal
798,maps engine #40,Maps,https://internal.api/v1/maps/action,v1.0.0,Identity-IAM,Active,internal
799,User Engine #73,Unknown,https://internal.api/v1/user/action,v1.4,FinTech-Core,Active,internal
800,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/587,test-version,Core-Platform,Deprecated,api
801,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts/297,v1.4,FinTech-Core,Active,api
802,User Engine #17,Unknown,https://internal.api/v1/user/action,v1.4,SecOps-Compliance,Active,internal
803,CRM Engine #45,CRM,https://internal.api/v1/crm/action,Unknown,Identity-IAM,Inactive,internal
804,Shipping Engine #71,Shipping,https://internal.api/v1/shipping/action,2024-01-01,Identity-IAM,Active,internal
805,User Profile Core API,User,https://internal.platform/services/user-profile,Unknown,Identity-IAM,Inactive,internal
806,CRM Engine #49,CRM,https://internal.api/v1/crm/action,v1.4,Growth-Marketing,Inactive,internal
807,Shipping Engine #97,Shipping,https://internal.api/v1/shipping/action,v1.4,Data-Eng,Active,internal
808,CRM Engine #12,CRM,https://internal.api/v1/crm/action,v1.4,Comms-Team,Inactive,internal
809,Payment Engine #30,Payment,https://internal.api/v1/payment/action,v2.1.0,Logistics,Active,internal
810,SALESFORCE LEADS SERVICE,CRM,https://test.salesforce.com/services/data/v55.0/sobjects,v1.4,FinTech-Core,Active,test
811,FedEx Ship Rates API,Unknown,https://apis.fedex.com/rate/v1/rates/920,v1.4,Core-Platform,Active,apis
812,PAYPAL CHECKOUT SERVICE,Payment,https://api-m.paypal.com/v2/checkout/orders,v2-beta,FinTech-Core,Active,api-m
813,User Engine #37,User,https://internal.api/v1/user/action,v1.0.0,Logistics,Active,internal
814,Compliance Engine #46,Compliance,https://internal.api/v1/compliance/action,v3,Growth-Marketing,Active,internal
815,AUTH ENGINE #42,Auth,https://internal.api/v1/auth/action,v2-beta,SecOps-Compliance,Active,internal
816,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/619,v3,Logistics,Active,apis
817,Compliance Engine #67,Compliance,https://internal.api/v1/compliance/action,v1.4,FinTech-Core,Active,internal
818,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,v1.0.0,Logistics,Active,snowflake
819,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/331,v1.4,Unknown,Active,identity
820,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/930/{env}/debug_mode,v2.1.0,Core-Platform,Active,api
821,Auth0 Login API,Auth,https://identity.auth0.com/oauth/token/770,2024-01-01,Comms-Team,Deprecated,identity
822,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/394,v2-beta,Identity-IAM,Active,test
823,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json,v2-beta,Comms-Team,Deprecated,maps
824,Payment Engine #99,Payment,https://internal.api/v1/payment/action,v1.4,Unknown,Active,internal
825,Google Maps Geocode Service,Maps,https://maps.googleapis.com/maps/api/geocode/json/506,Unknown,Comms-Team,Active,maps
826,Auth Engine #28,Auth,https://internal.api/v1/auth/action/{env}/debug_mode,v2-beta,FinTech-Core,Active,internal
827,Marketing Engine #97,Marketing,https://internal.api/v1/marketing/action,v2-beta,Comms-Team,Inactive,internal
828,Auth Engine #76,Auth,https://internal.api/v1/auth/action,v3,Identity-IAM,Inactive,internal
829,FedEx Ship Rates API,Shipping,https://apis.fedex.com/rate/v1/rates/295/{env}/debug_mode,v3,Logistics,Active,apis
830,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/439,Unknown,Identity-IAM,Active,api
831,CRM Engine #12,CRM,https://internal.api/v1/crm/action,v3,Comms-Team,Active,internal
832,Maps Engine #25,Maps,https://internal.api/v1/maps/action,Unknown,Logistics,Deprecated,internal
833,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/664,v3,Data-Eng,Active,test
834,CRM Engine #33,CRM,https://internal.api/v1/crm/action,2024-01-01,FinTech-Core,Inactive,internal
835,Maps Engine #20,Maps,https://internal.api/v1/maps/action,v1.4,Core-Platform,Active,internal
836,Notifications Engine #11,Notifications,https://internal.api/v1/notifications/action,Unknown,Growth-Marketing,Active,internal
837,Stripe Payments API,Payment,https://api.stripe.com/v3/charges/721/{env}/debug_mode,v1.4,SecOps-Compliance,Deprecated,api
838,Notifications Engine #57,Notifications,https://internal.api/v1/notifications/action,v3,Core-Platform,Active,internal
839,Analytics Engine #46,Unknown,https://internal.api/v1/analytics/action,v1.0.0,Comms-Team,Inactive,internal
840,PayPal Checkout Service,Unknown,https://api-m.paypal.com/v2/checkout/orders/720,v2-beta,Identity-IAM,Deprecated,api-m
841,Auth0 Login API,Unknown,https://identity.auth0.com/oauth/token/293,v1.0.0,Identity-IAM,Deprecated,identity
842,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json/{env}/debug_mode,v2-beta,Core-Platform,Inactive,maps
843,Okta Verify API,Auth,https://okta.internal/api/v1/authn,v1.4,FinTech-Core,Active,okta
844,Shipping Engine #38,Shipping,https://internal.api/v1/shipping/action,2024-01-01,Identity-IAM,Deprecated,internal
845,Twilio SMS Gateway API,Notifications,https://api.twilio.com/2010-04-01/accounts/166,v1.0.0,Growth-Marketing,Inactive,api
846,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,v2-beta,Identity-IAM,Active,snowflake
847,Analytics Engine #66,Analytics,https://internal.api/v1/analytics/action,Unknown,Core-Platform,Active,internal
848,Stripe Payments Service,Payment,https://api.stripe.com/v3/charges/595/{env}/debug_mode,2024-01-01,Data-Eng,Active,api
849,google maps geocode service,Maps,https://maps.googleapis.com/maps/api/geocode/json,v2.1.0,Growth-Marketing,Active,maps
850,Marketing Engine #61,Marketing,https://internal.api/v1/marketing/action,v1.0.0,Comms-Team,Inactive,internal
851,analytics engine #10,Analytics,https://internal.api/v1/analytics/action,2024-01-01,Core-Platform,Inactive,internal
852,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/155/{env}/debug_mode,v1.4,Identity-IAM,Deprecated,api
853,AdRoll Tracking Pixels Service,Marketing,https://api.adroll.com/v2/pixels/729,v3,Identity-IAM,Inactive,api
854,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/660,v1.4,Comms-Team,Active,test
855,Marketing Engine #34,Unknown,https://internal.api/v1/marketing/action,v3,Data-Eng,Active,internal
856,PayPal Checkout API,Payment,https://api-m.paypal.com/v2/checkout/orders,2024-01-01,Data-Eng,Deprecated,api-m
857,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/337/{env}/debug_mode,v2.1.0,Growth-Marketing,Inactive,api
858,PayPal Checkout API,Payment,https://api-m.paypal.com/v2/checkout/orders/775,v1.4,FinTech-Core,Active,api-m
859,CRM Engine #11,CRM,https://internal.api/v1/crm/action,v2-beta,Core-Platform,Active,internal
860,Marketing Engine #19,Marketing,https://internal.api/v1/marketing/action,0.0.1-SNAPSHOT,Data-Eng,Active,internal
861,Analytics Engine #20,Analytics,https://internal.api/v1/analytics/action,v3,Core-Platform,Active,internal
862,User Profile Core API,User,https://internal.platform/services/user-profile/956,v2-beta,Identity-IAM,Deprecated,internal
863,Notifications Engine #82,Notifications,https://internal.api/v1/notifications/action/{env}/debug_mode,v1.0.0,Core-Platform,Active,internal
864,CRM Engine #56,Unknown,https://internal.api/v1/crm/action,v3,SecOps-Compliance,Deprecated,internal
865,Shipping Engine #37,Shipping,https://internal.api/v1/shipping/action,test-version,FinTech-Core,Deprecated,internal
866,Compliance Engine #83,Compliance,https://internal.api/v1/compliance/action,v1.4,Logistics,Deprecated,internal
867,Snowflake Ingestion API,Analytics,https://snowflake.internal/api/v1/ingest,0.0.1-SNAPSHOT,Growth-Marketing,Active,snowflake
868,Payment Engine #45,Payment,https://internal.api/v1/payment/action,v1.4,Unknown,Active,internal
869,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels,v2-beta,Logistics,Active,api
870,Auth Engine #26,Auth,https://internal.api/v1/auth/action,v2.1.0,Comms-Team,Active,internal
871,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/594,Unknown,SecOps-Compliance,Active,identity
872,FEDEX SHIP RATES API,Shipping,https://apis.fedex.com/rate/v1/rates/976,2024-01-01,Logistics,Deprecated,apis
873,CRM Engine #42,CRM,https://internal.api/v1/crm/action,0.0.1-SNAPSHOT,Comms-Team,Active,internal
874,SNOWFLAKE INGESTION API,Analytics,https://snowflake.internal/api/v1/ingest/179,v2-beta,FinTech-Core,Inactive,snowflake
875,Maps Engine #22,Maps,https://internal.api/v1/maps/action,v1.4,Growth-Marketing,Deprecated,internal
876,Payment Engine #56,Payment,https://internal.api/v1/payment/action,v1.0.0,Logistics,Active,internal
877,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/585,v3,Logistics,Active,api-m
878,CRM ENGINE #18,CRM,https://internal.api/v1/crm/action,2024-01-01,Data-Eng,Active,internal
879,Google Maps Geocode Service,Maps,https://maps.googleapis.com/maps/api/geocode/json/635,Unknown,FinTech-Core,Deprecated,maps
880,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest,test-version,Data-Eng,Inactive,snowflake
881,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/249,v3,Comms-Team,Inactive,api-m
882,GOOGLE MAPS GEOCODE SERVICE,Maps,https://maps.googleapis.com/maps/api/geocode/json/491,2024-01-01,FinTech-Core,Inactive,maps
883,Auth Engine #34,Auth,https://internal.api/v1/auth/action,v1.0.0,Data-Eng,Active,internal
884,Analytics Engine #58,Analytics,https://internal.api/v1/analytics/action/{env}/debug_mode,v3,Data-Eng,Active,internal
885,MARKETING ENGINE #92,Marketing,https://internal.api/v1/marketing/action,v2-beta,SecOps-Compliance,Active,internal
886,User Engine #62,User,https://internal.api/v1/user/action,v1-alpha,Comms-Team,Deprecated,internal
887,Salesforce Leads Service,Unknown,https://test.salesforce.com/services/data/v55.0/sobjects,v2.1.0,Data-Eng,Deprecated,test
888,Salesforce Leads Service,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/231,v1-alpha,SecOps-Compliance,Active,test
889,User Engine #96,User,https://internal.api/v1/user/action,v1.0.0,Unknown,Inactive,internal
890,Compliance Engine #60,Compliance,https://internal.api/v1/compliance/action,v2-beta,Unknown,Active,internal
891,gdpr purge utility service,Compliance,https://compliance.internal/v1/purge/825,2024-01-01,Comms-Team,Inactive,compliance
892,Payment Engine #88,Payment,https://internal.api/v1/payment/action,v2.1.0,SecOps-Compliance,Inactive,internal
893,Payment Engine #53,Payment,https://internal.api/v1/payment/action,Unknown,Data-Eng,Active,internal
894,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/277,v3,SecOps-Compliance,Deprecated,compliance
895,Auth0 Login Service,Auth,https://identity.auth0.com/oauth/token/263,v1.4,SecOps-Compliance,Inactive,identity
896,Marketing Engine #64,Marketing,https://internal.api/v1/marketing/action,Unknown,Growth-Marketing,Active,internal
897,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/669,v2-beta,Comms-Team,Deprecated,compliance
898,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json,v1.4,Identity-IAM,Active,maps
899,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/336,v2-beta,Logistics,Inactive,compliance
900,Shipping Engine #41,Shipping,https://internal.api/v1/shipping/action,v2.1.0,Logistics,Inactive,internal
901,Analytics Engine #72,Analytics,https://internal.api/v1/analytics/action,v2-beta,Comms-Team,Active,internal
902,Notifications Engine #84,Notifications,https://internal.api/v1/notifications/action,v1.4,Unknown,Inactive,internal
903,AdRoll Tracking Pixels Service,Unknown,https://api.adroll.com/v2/pixels,2024-01-01,Comms-Team,Active,api
904,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/542,v2-beta,Unknown,Deprecated,api-m
905,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts/749,v1.4,Data-Eng,Active,api
906,Auth0 Login API,Auth,https://identity.auth0.com/oauth/token/365,Unknown,Growth-Marketing,Active,identity
907,Payment Engine #20,Payment,https://internal.api/v1/payment/action,v1.0.0,FinTech-Core,Deprecated,internal
908,HubSpot Contacts API,CRM,https://api.hubapi.com/crm/v3/objects/contacts,2024-01-01,FinTech-Core,Active,api
909,CRM Engine #27,CRM,https://internal.api/v1/crm/action,2024-01-01,SecOps-Compliance,Active,internal
910,Auth Engine #64,Auth,https://internal.api/v1/auth/action,v3,Identity-IAM,Deprecated,internal
911,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge/881,v3,Logistics,Active,compliance
912,Compliance Engine #26,Compliance,https://internal.api/v1/compliance/action,Unknown,SecOps-Compliance,Deprecated,internal
913,Shipping Engine #34,Shipping,https://internal.api/v1/shipping/action,v1.4,Identity-IAM,Inactive,internal
914,SendGrid Mailer Service,Notifications,https://api.sendgrid.com/v3/mail/send/770,v2.1.0,Identity-IAM,Deprecated,api
915,Maps Engine #14,Maps,https://internal.api/v1/maps/action,v2.1.0,Logistics,Inactive,internal
916,User Profile Core Service,User,https://internal.platform/services/user-profile,v2-beta,Comms-Team,Inactive,internal
917,Maps Engine #55,Unknown,https://internal.api/v1/maps/action,v1.0.0,SecOps-Compliance,Deprecated,internal
918,User Engine #90,User,https://internal.api/v1/user/action,v3,Data-Eng,Active,internal
919,Notifications Engine #14,Notifications,https://internal.api/v1/notifications/action,v3,Core-Platform,Active,internal
920,Google Maps Geocode API,Maps,https://maps.googleapis.com/maps/api/geocode/json/759,2024-01-01,Data-Eng,Inactive,maps
921,Marketing Engine #45,Marketing,https://internal.api/v1/marketing/action,v1.0.0,Unknown,Inactive,internal
922,PayPal Checkout Service,Payment,https://api-m.paypal.com/v2/checkout/orders/{env}/debug_mode,v2-beta,Logistics,Active,api-m
923,OKTA VERIFY API,Auth,https://okta.internal/api/v1/authn/136,v2-beta,SecOps-Compliance,Deprecated,okta
924,GDPR Purge Utility API,Compliance,https://compliance.internal/v1/purge,v1.4,Data-Eng,Deprecated,compliance
925,Salesforce Leads API,CRM,https://test.salesforce.com/services/data/v55.0/sobjects/209,v1-alpha,Logistics,Deprecated,test
926,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest/206,0.0.1-SNAPSHOT,FinTech-Core,Inactive,snowflake
927,FedEx Ship Rates Service,Shipping,https://apis.fedex.com/rate/v1/rates/295/{env}/debug_mode,v1.4,Identity-IAM,Deprecated,apis
928,AdRoll Tracking Pixels API,Marketing,https://api.adroll.com/v2/pixels/704,v1.4,Unknown,Active,api
929,Shipping Engine #84,Shipping,https://internal.api/v1/shipping/action,2024-01-01,Comms-Team,Deprecated,internal
930,Snowflake Ingestion Service,Analytics,https://snowflake.internal/api/v1/ingest,v1-alpha,Data-Eng,Active,snowflake
